Lead ID,Location,College,Year of Study,Program Interest,Lead Source,Converted
LD8434,Ahmedabad,XYZ University,3rd,Robotics,College Collaboration,1
LD8435,Mumbai,LMN College,1st,AI,Instagram,1
LD8436,Ahmedabad,ABC Institute,2nd,Electric Vehicle,Whatsapp,0
LD8437,Ahmedabad,LMN College,1st,Electric Vehicle,College Collaboration,0
LD8438,Mumbai,LMN College,1st,Robotics,LinkedIn,0
LD8439,Delhi,PQR University,2nd,AI,Instagram,0
LD8440,Ahmedabad,PQR University,1st,Data Science,LinkedIn,0
LD8441,Ahmedabad,XYZ University,2nd,Robotics,College Collaboration,0
LD8442,Delhi,LMN College,1st,Robotics,Instagram,0
LD8443,Mumbai,ABC Institute,3rd,Data Science,College Collaboration,0
LD8444,Surat,XYZ University,1st,Data Science,Mass-Mailing,0
LD8445,Bangalore,PQR University,2nd,Robotics,Whatsapp,0
LD8446,Mumbai,XYZ University,4th,AI,College Collaboration,0
LD8447,Delhi,XYZ University,3rd,Electric Vehicle,Google Form,0
LD8448,Surat,XYZ University,2nd,AI,Mass-Mailing,1
LD8449,Delhi,ABC Institute,3rd,Electric Vehicle,Instagram,0
LD8450,Ahmedabad,PQR University,4th,Data Science,Google Form,1
LD8451,Mumbai,PQR University,4th,Electric Vehicle,Instagram,0
LD8452,Surat,LMN College,1st,AI,Mass-Mailing,0
LD8453,Ahmedabad,XYZ University,4th,AI,Whatsapp,0
LD8454,Delhi,PQR University,4th,Electric Vehicle,Mass-Mailing,0
LD8455,Mumbai,XYZ University,2nd,Robotics,College Collaboration,1
LD8456,Ahmedabad,ABC Institute,3rd,Electric Vehicle,Instagram,0
LD8457,Ahmedabad,ABC Institute,1st,Electric Vehicle,Whatsapp,0
LD8458,Delhi,PQR University,3rd,Electric Vehicle,Whatsapp,0
LD8459,Mumbai,LMN College,4th,Electric Vehicle,Google Form,1
LD8460,Surat,LMN College,3rd,Data Science,Instagram,0
LD8461,Mumbai,PQR University,4th,AI,LinkedIn,1
LD8462,Surat,ABC Institute,4th,Data Science,Mass-Mailing,1
LD8463,Surat,ABC Institute,1st,AI,Mass-Mailing,0
LD8464,Ahmedabad,PQR University,3rd,Electric Vehicle,Whatsapp,1
LD8465,Bangalore,PQR University,4th,AI,Whatsapp,1
LD8466,Bangalore,LMN College,4th,AI,Instagram,0
LD8467,Mumbai,PQR University,1st,Data Science,LinkedIn,0
LD8468,Surat,LMN College,4th,AI,Google Form,0
LD8469,Bangalore,PQR University,2nd,Electric Vehicle,Mass-Mailing,0
LD8470,Ahmedabad,LMN College,2nd,Robotics,Mass-Mailing,0
LD8471,Delhi,PQR University,3rd,Electric Vehicle,LinkedIn,0
LD8472,Surat,ABC Institute,4th,Robotics,Instagram,0
LD8473,Bangalore,LMN College,3rd,Robotics,College Collaboration,0
LD8474,Surat,LMN College,3rd,AI,Mass-Mailing,0
LD8475,Ahmedabad,ABC Institute,4th,AI,LinkedIn,1
LD8476,Delhi,LMN College,1st,Robotics,College Collaboration,1
LD8477,Delhi,ABC Institute,4th,Data Science,Instagram,0
LD8478,Delhi,LMN College,2nd,Robotics,Instagram,0
LD8479,Ahmedabad,PQR University,1st,Electric Vehicle,Google Form,0
LD8480,Surat,ABC Institute,1st,Electric Vehicle,Google Form,1
LD8481,Bangalore,ABC Institute,3rd,Data Science,Mass-Mailing,0
LD8482,Ahmedabad,ABC Institute,4th,Electric Vehicle,LinkedIn,0
LD8483,Bangalore,PQR University,1st,AI,College Collaboration,1
LD8484,Mumbai,XYZ University,1st,AI,Google Form,1
LD8485,Ahmedabad,XYZ University,4th,AI,Google Form,1
LD8486,Ahmedabad,XYZ University,2nd,Electric Vehicle,College Collaboration,1
LD8487,Delhi,PQR University,1st,Robotics,Instagram,0
LD8488,Mumbai,PQR University,2nd,Robotics,College Collaboration,0
LD8489,Ahmedabad,LMN College,2nd,AI,College Collaboration,0
LD8490,Delhi,LMN College,4th,AI,College Collaboration,0
LD8491,Ahmedabad,ABC Institute,4th,AI,Instagram,1
LD8492,Surat,XYZ University,2nd,AI,College Collaboration,0
LD8493,Mumbai,ABC Institute,2nd,Electric Vehicle,Mass-Mailing,0
LD8494,Bangalore,PQR University,2nd,Robotics,Mass-Mailing,1
LD8495,Mumbai,XYZ University,3rd,Electric Vehicle,LinkedIn,0
LD8496,Delhi,PQR University,4th,AI,Instagram,1
LD8497,Mumbai,ABC Institute,3rd,Data Science,Whatsapp,1
LD8498,Mumbai,ABC Institute,1st,Data Science,College Collaboration,0
LD8499,Ahmedabad,XYZ University,3rd,Electric Vehicle,College Collaboration,0
LD8500,Mumbai,LMN College,1st,AI,Mass-Mailing,0
LD8501,Delhi,PQR University,4th,Robotics,LinkedIn,0
LD8502,Mumbai,ABC Institute,1st,Data Science,LinkedIn,0
LD8503,Ahmedabad,PQR University,1st,Data Science,Whatsapp,0
LD8504,Ahmedabad,ABC Institute,2nd,AI,LinkedIn,1
LD8505,Delhi,LMN College,2nd,AI,LinkedIn,0
LD8506,Ahmedabad,PQR University,1st,Electric Vehicle,Mass-Mailing,1
LD8507,Delhi,XYZ University,2nd,Electric Vehicle,Google Form,0
LD8508,Surat,XYZ University,3rd,Data Science,Mass-Mailing,0
LD8509,Ahmedabad,XYZ University,1st,Robotics,Mass-Mailing,1
LD8510,Bangalore,ABC Institute,4th,AI,Mass-Mailing,0
LD8511,Ahmedabad,LMN College,4th,AI,College Collaboration,0
LD8512,Bangalore,LMN College,2nd,Data Science,Instagram,0
LD8513,Mumbai,PQR University,4th,AI,LinkedIn,1
LD8514,Delhi,PQR University,1st,Data Science,Whatsapp,0
LD8515,Bangalore,XYZ University,4th,Electric Vehicle,Whatsapp,0
LD8516,Ahmedabad,LMN College,3rd,Robotics,Mass-Mailing,0
LD8517,Ahmedabad,PQR University,2nd,Robotics,Whatsapp,1
LD8518,Bangalore,LMN College,3rd,AI,College Collaboration,1
LD8519,Mumbai,LMN College,1st,AI,LinkedIn,0
LD8520,Surat,PQR University,1st,Data Science,Whatsapp,1
LD8521,Ahmedabad,ABC Institute,3rd,Data Science,Instagram,0
LD8522,Delhi,ABC Institute,3rd,Electric Vehicle,Google Form,0
LD8523,Mumbai,LMN College,2nd,Data Science,Whatsapp,0
LD8524,Mumbai,ABC Institute,4th,Data Science,Mass-Mailing,0
LD8525,Delhi,XYZ University,1st,Robotics,LinkedIn,0
LD8526,Ahmedabad,ABC Institute,1st,Robotics,Whatsapp,0
LD8527,Surat,XYZ University,1st,Data Science,Mass-Mailing,0
LD8528,Mumbai,ABC Institute,2nd,AI,College Collaboration,1
LD8529,Bangalore,PQR University,1st,Robotics,Whatsapp,0
LD8530,Bangalore,ABC Institute,4th,Robotics,College Collaboration,0
LD8531,Delhi,PQR University,1st,AI,Whatsapp,1
LD8532,Mumbai,LMN College,4th,Robotics,LinkedIn,0
LD8533,Delhi,ABC Institute,2nd,Data Science,Mass-Mailing,0
LD8534,Mumbai,XYZ University,4th,AI,Mass-Mailing,1
LD8535,Mumbai,PQR University,2nd,Electric Vehicle,LinkedIn,0
LD8536,Bangalore,LMN College,1st,Robotics,Google Form,0
LD8537,Surat,PQR University,4th,Electric Vehicle,Mass-Mailing,0
LD8538,Surat,LMN College,4th,Robotics,Whatsapp,1
LD8539,Delhi,PQR University,3rd,AI,Google Form,0
LD8540,Ahmedabad,PQR University,1st,Data Science,Whatsapp,1
LD8541,Bangalore,ABC Institute,4th,AI,Google Form,0
LD8542,Bangalore,XYZ University,3rd,Robotics,Whatsapp,0
LD8543,Mumbai,LMN College,4th,Robotics,LinkedIn,1
LD8544,Delhi,LMN College,1st,Electric Vehicle,Mass-Mailing,0
LD8545,Ahmedabad,ABC Institute,1st,AI,Mass-Mailing,0
LD8546,Mumbai,PQR University,2nd,AI,Mass-Mailing,0
LD8547,Surat,XYZ University,4th,Robotics,Whatsapp,1
LD8548,Ahmedabad,LMN College,1st,Robotics,Google Form,0
LD8549,Ahmedabad,LMN College,4th,AI,LinkedIn,0
LD8550,Ahmedabad,LMN College,2nd,Robotics,Mass-Mailing,0
LD8551,Surat,ABC Institute,2nd,AI,Mass-Mailing,1
LD8552,Ahmedabad,ABC Institute,2nd,AI,Google Form,0
LD8553,Bangalore,PQR University,4th,AI,Google Form,0
LD8554,Delhi,PQR University,2nd,Robotics,Whatsapp,0
LD8555,Ahmedabad,ABC Institute,4th,Data Science,Google Form,0
LD8556,Delhi,PQR University,1st,Robotics,Whatsapp,0
LD8557,Bangalore,PQR University,3rd,Data Science,LinkedIn,0
LD8558,Surat,XYZ University,3rd,Data Science,Mass-Mailing,0
LD8559,Bangalore,PQR University,4th,Data Science,College Collaboration,1
LD8560,Mumbai,XYZ University,4th,Electric Vehicle,Whatsapp,1
LD8561,Mumbai,PQR University,2nd,Robotics,Google Form,0
LD8562,Ahmedabad,ABC Institute,1st,Robotics,LinkedIn,1
LD8563,Ahmedabad,PQR University,4th,AI,Instagram,0
LD8564,Ahmedabad,XYZ University,4th,AI,Google Form,1
LD8565,Ahmedabad,XYZ University,2nd,AI,LinkedIn,0
LD8566,Bangalore,PQR University,1st,Robotics,Mass-Mailing,0
LD8567,Ahmedabad,PQR University,3rd,Electric Vehicle,Mass-Mailing,1
LD8568,Surat,LMN College,1st,Data Science,Whatsapp,1
LD8569,Bangalore,PQR University,2nd,Data Science,Whatsapp,0
LD8570,Surat,ABC Institute,4th,Robotics,Mass-Mailing,0
LD8571,Mumbai,LMN College,2nd,AI,College Collaboration,0
LD8572,Delhi,PQR University,3rd,Data Science,Instagram,0
LD8573,Mumbai,XYZ University,1st,Electric Vehicle,Whatsapp,0
LD8574,Ahmedabad,ABC Institute,3rd,Electric Vehicle,Whatsapp,0
LD8575,Surat,PQR University,3rd,Robotics,Instagram,1
LD8576,Ahmedabad,ABC Institute,4th,Data Science,Whatsapp,0
LD8577,Delhi,LMN College,4th,Electric Vehicle,LinkedIn,0
LD8578,Surat,PQR University,3rd,AI,College Collaboration,0
LD8579,Surat,ABC Institute,1st,Data Science,Google Form,0
LD8580,Surat,PQR University,3rd,Data Science,College Collaboration,0
LD8581,Ahmedabad,XYZ University,1st,AI,Instagram,0
LD8582,Delhi,PQR University,4th,AI,Whatsapp,1
LD8583,Mumbai,PQR University,3rd,AI,College Collaboration,1
LD8584,Surat,ABC Institute,1st,Electric Vehicle,College Collaboration,0
LD8585,Ahmedabad,ABC Institute,4th,AI,College Collaboration,0
LD8586,Ahmedabad,PQR University,3rd,Robotics,Instagram,0
LD8587,Delhi,ABC Institute,2nd,AI,Whatsapp,1
LD8588,Mumbai,XYZ University,3rd,AI,Google Form,1
LD8589,Delhi,XYZ University,4th,Electric Vehicle,LinkedIn,0
LD8590,Mumbai,ABC Institute,2nd,Electric Vehicle,LinkedIn,0
LD8591,Delhi,LMN College,1st,Robotics,LinkedIn,1
LD8592,Mumbai,ABC Institute,3rd,AI,Instagram,0
LD8593,Bangalore,LMN College,2nd,Data Science,College Collaboration,0
LD8594,Mumbai,PQR University,3rd,AI,Instagram,1
LD8595,Mumbai,ABC Institute,3rd,Data Science,LinkedIn,1
LD8596,Ahmedabad,PQR University,1st,AI,Google Form,0
LD8597,Ahmedabad,PQR University,2nd,Robotics,Whatsapp,0
LD8598,Ahmedabad,LMN College,3rd,Electric Vehicle,LinkedIn,0
LD8599,Ahmedabad,ABC Institute,4th,Data Science,Google Form,0
LD8600,Mumbai,XYZ University,3rd,Electric Vehicle,Instagram,0
LD8601,Surat,LMN College,1st,Data Science,Mass-Mailing,0
LD8602,Delhi,PQR University,1st,Electric Vehicle,Whatsapp,1
LD8603,Delhi,ABC Institute,3rd,Data Science,Mass-Mailing,1
LD8604,Bangalore,XYZ University,1st,AI,LinkedIn,0
LD8605,Ahmedabad,LMN College,3rd,AI,College Collaboration,0
LD8606,Surat,LMN College,4th,AI,College Collaboration,0
LD8607,Surat,PQR University,4th,Data Science,Instagram,0
LD8608,Surat,PQR University,2nd,Robotics,Mass-Mailing,0
LD8609,Ahmedabad,ABC Institute,1st,Robotics,Instagram,0
LD8610,Ahmedabad,PQR University,4th,Electric Vehicle,College Collaboration,1
LD8611,Delhi,LMN College,2nd,Electric Vehicle,Mass-Mailing,0
LD8612,Ahmedabad,PQR University,3rd,Robotics,Mass-Mailing,1
LD8613,Ahmedabad,LMN College,4th,Robotics,College Collaboration,1
LD8614,Surat,ABC Institute,4th,Data Science,College Collaboration,0
LD8615,Surat,ABC Institute,4th,Electric Vehicle,Mass-Mailing,0
LD8616,Mumbai,ABC Institute,1st,Robotics,LinkedIn,1
LD8617,Delhi,LMN College,3rd,Electric Vehicle,Whatsapp,1
LD8618,Ahmedabad,LMN College,2nd,AI,Google Form,0
LD8619,Ahmedabad,LMN College,3rd,Electric Vehicle,Instagram,0
LD8620,Delhi,ABC Institute,3rd,AI,LinkedIn,0
LD8621,Mumbai,ABC Institute,4th,Robotics,College Collaboration,1
LD8622,Mumbai,ABC Institute,4th,Data Science,Google Form,0
LD8623,Bangalore,ABC Institute,3rd,Data Science,LinkedIn,0
LD8624,Ahmedabad,ABC Institute,2nd,Robotics,LinkedIn,1
LD8625,Mumbai,PQR University,1st,Robotics,LinkedIn,0
LD8626,Delhi,XYZ University,1st,Data Science,LinkedIn,0
LD8627,Surat,ABC Institute,4th,Robotics,Instagram,0
LD8628,Surat,LMN College,1st,AI,College Collaboration,1
LD8629,Surat,ABC Institute,4th,Data Science,Mass-Mailing,0
LD8630,Mumbai,PQR University,4th,Electric Vehicle,LinkedIn,0
LD8631,Delhi,PQR University,3rd,Data Science,Instagram,0
LD8632,Mumbai,LMN College,3rd,Data Science,Google Form,0
LD8633,Bangalore,LMN College,1st,Electric Vehicle,LinkedIn,0
LD8634,Mumbai,XYZ University,2nd,Data Science,Whatsapp,0
LD8635,Ahmedabad,LMN College,1st,Electric Vehicle,Whatsapp,0
LD8636,Delhi,LMN College,2nd,Data Science,LinkedIn,1
LD8637,Delhi,LMN College,4th,Robotics,Google Form,1
LD8638,Surat,PQR University,4th,Electric Vehicle,Whatsapp,0
LD8639,Delhi,XYZ University,2nd,AI,Mass-Mailing,0
LD8640,Mumbai,ABC Institute,4th,Robotics,College Collaboration,0
LD8641,Ahmedabad,XYZ University,3rd,AI,Mass-Mailing,1
LD8642,Delhi,PQR University,3rd,Data Science,Mass-Mailing,0
LD8643,Mumbai,XYZ University,4th,Electric Vehicle,LinkedIn,0
LD8644,Surat,ABC Institute,1st,Data Science,College Collaboration,0
LD8645,Ahmedabad,PQR University,2nd,Data Science,Whatsapp,0
LD8646,Mumbai,LMN College,1st,Robotics,Whatsapp,0
LD8647,Bangalore,ABC Institute,3rd,AI,Whatsapp,0
LD8648,Delhi,LMN College,2nd,Robotics,Google Form,0
LD8649,Delhi,ABC Institute,4th,Electric Vehicle,LinkedIn,1
LD8650,Delhi,ABC Institute,3rd,Electric Vehicle,Whatsapp,0
LD8651,Bangalore,PQR University,2nd,AI,LinkedIn,0
LD8652,Delhi,LMN College,3rd,Data Science,Whatsapp,0
LD8653,Mumbai,XYZ University,2nd,Robotics,College Collaboration,0
LD8654,Delhi,LMN College,1st,Data Science,LinkedIn,0
LD8655,Bangalore,ABC Institute,2nd,Electric Vehicle,Google Form,0
LD8656,Mumbai,XYZ University,3rd,Data Science,Google Form,0
LD8657,Delhi,ABC Institute,1st,AI,Instagram,0
LD8658,Surat,XYZ University,4th,AI,Google Form,0
LD8659,Mumbai,PQR University,1st,Electric Vehicle,Google Form,0
LD8660,Surat,PQR University,1st,AI,Instagram,1
LD8661,Surat,ABC Institute,2nd,AI,Mass-Mailing,0
LD8662,Surat,PQR University,1st,Data Science,Google Form,0
LD8663,Bangalore,XYZ University,2nd,Electric Vehicle,Google Form,0
LD8664,Surat,ABC Institute,2nd,Electric Vehicle,Google Form,0
LD8665,Surat,LMN College,1st,Data Science,Google Form,0
LD8666,Bangalore,XYZ University,2nd,Data Science,Instagram,0
LD8667,Surat,ABC Institute,2nd,AI,College Collaboration,1
LD8668,Ahmedabad,XYZ University,4th,Robotics,College Collaboration,0
LD8669,Ahmedabad,PQR University,1st,Robotics,Instagram,0
LD8670,Bangalore,ABC Institute,1st,AI,Mass-Mailing,1
LD8671,Delhi,ABC Institute,4th,AI,Mass-Mailing,1
LD8672,Bangalore,ABC Institute,1st,Data Science,LinkedIn,0
LD8673,Ahmedabad,PQR University,3rd,Robotics,College Collaboration,0
LD8674,Surat,PQR University,4th,Electric Vehicle,Whatsapp,0
LD8675,Ahmedabad,PQR University,2nd,AI,Google Form,0
LD8676,Delhi,PQR University,3rd,Robotics,Mass-Mailing,0
LD8677,Delhi,ABC Institute,1st,Robotics,Mass-Mailing,0
LD8678,Delhi,LMN College,1st,Electric Vehicle,LinkedIn,1
LD8679,Ahmedabad,XYZ University,2nd,Data Science,Mass-Mailing,0
LD8680,Ahmedabad,XYZ University,1st,AI,College Collaboration,0
LD8681,Bangalore,XYZ University,1st,AI,Instagram,0
LD8682,Bangalore,XYZ University,2nd,AI,College Collaboration,1
LD8683,Delhi,XYZ University,1st,Robotics,Google Form,0
LD8684,Mumbai,LMN College,3rd,Data Science,Whatsapp,0
LD8685,Bangalore,ABC Institute,1st,AI,Whatsapp,0
LD8686,Surat,ABC Institute,4th,Electric Vehicle,Google Form,0
LD8687,Surat,LMN College,1st,Data Science,Instagram,0
LD8688,Delhi,PQR University,1st,Robotics,Whatsapp,0
LD8689,Ahmedabad,ABC Institute,2nd,Robotics,LinkedIn,0
LD8690,Bangalore,ABC Institute,1st,Robotics,College Collaboration,0
LD8691,Mumbai,PQR University,2nd,AI,Mass-Mailing,0
LD8692,Surat,XYZ University,1st,Electric Vehicle,College Collaboration,0
LD8693,Mumbai,XYZ University,4th,Robotics,Whatsapp,0
LD8694,Delhi,ABC Institute,4th,AI,Instagram,0
LD8695,Mumbai,PQR University,1st,Robotics,Mass-Mailing,0
LD8696,Surat,ABC Institute,2nd,Data Science,Whatsapp,0
LD8697,Delhi,LMN College,3rd,Data Science,Mass-Mailing,1
LD8698,Mumbai,ABC Institute,3rd,AI,Mass-Mailing,0
LD8699,Mumbai,PQR University,4th,Data Science,Instagram,0
LD8700,Mumbai,PQR University,3rd,Data Science,Instagram,0
LD8701,Mumbai,LMN College,1st,AI,Google Form,1
LD8702,Delhi,PQR University,4th,AI,Instagram,1
LD8703,Mumbai,PQR University,3rd,AI,Whatsapp,0
LD8704,Mumbai,LMN College,2nd,Data Science,Mass-Mailing,0
LD8705,Surat,LMN College,4th,Electric Vehicle,Mass-Mailing,0
LD8706,Delhi,PQR University,2nd,Data Science,Mass-Mailing,0
LD8707,Bangalore,ABC Institute,1st,Data Science,LinkedIn,1
LD8708,Ahmedabad,PQR University,4th,Electric Vehicle,Whatsapp,0
LD8709,Surat,ABC Institute,4th,AI,Google Form,0
LD8710,Ahmedabad,ABC Institute,1st,Electric Vehicle,LinkedIn,1
LD8711,Ahmedabad,ABC Institute,3rd,Robotics,Whatsapp,1
LD8712,Delhi,PQR University,2nd,Robotics,Google Form,0
LD8713,Surat,PQR University,2nd,Robotics,Mass-Mailing,0
LD8714,Delhi,XYZ University,1st,Electric Vehicle,LinkedIn,0
LD8715,Ahmedabad,LMN College,3rd,Data Science,Mass-Mailing,1
LD8716,Bangalore,LMN College,1st,AI,Whatsapp,1
LD8717,Mumbai,PQR University,1st,Electric Vehicle,Google Form,0
LD8718,Bangalore,PQR University,3rd,AI,Whatsapp,0
LD8719,Mumbai,LMN College,4th,Electric Vehicle,College Collaboration,1
LD8720,Mumbai,XYZ University,1st,Data Science,Mass-Mailing,0
LD8721,Ahmedabad,XYZ University,4th,Robotics,Mass-Mailing,0
LD8722,Mumbai,XYZ University,2nd,AI,Whatsapp,1
LD8723,Ahmedabad,XYZ University,1st,Robotics,Whatsapp,0
LD8724,Surat,XYZ University,1st,AI,LinkedIn,0
LD8725,Ahmedabad,XYZ University,1st,AI,Google Form,1
LD8726,Bangalore,LMN College,2nd,AI,Whatsapp,1
LD8727,Surat,XYZ University,4th,Data Science,LinkedIn,0
LD8728,Delhi,LMN College,3rd,Data Science,College Collaboration,0
LD8729,Delhi,PQR University,2nd,Robotics,Google Form,0
LD8730,Bangalore,XYZ University,1st,Electric Vehicle,Instagram,0
LD8731,Ahmedabad,ABC Institute,2nd,AI,LinkedIn,0
LD8732,Mumbai,LMN College,1st,AI,Mass-Mailing,1
LD8733,Delhi,ABC Institute,3rd,Data Science,College Collaboration,0
LD8734,Mumbai,ABC Institute,3rd,Robotics,Instagram,0
LD8735,Delhi,ABC Institute,3rd,Robotics,Whatsapp,0
LD8736,Bangalore,LMN College,4th,Data Science,Mass-Mailing,1
LD8737,Mumbai,LMN College,1st,Data Science,Mass-Mailing,0
LD8738,Mumbai,LMN College,4th,AI,College Collaboration,0
LD8739,Surat,PQR University,4th,AI,College Collaboration,0
LD8740,Mumbai,LMN College,3rd,Electric Vehicle,Google Form,0
LD8741,Ahmedabad,LMN College,3rd,Data Science,LinkedIn,0
LD8742,Mumbai,XYZ University,1st,Electric Vehicle,LinkedIn,0
LD8743,Delhi,PQR University,3rd,Robotics,LinkedIn,0
LD8744,Delhi,ABC Institute,4th,AI,Instagram,0
LD8745,Mumbai,PQR University,3rd,Electric Vehicle,Mass-Mailing,0
LD8746,Delhi,LMN College,3rd,AI,Mass-Mailing,0
LD8747,Surat,XYZ University,2nd,Data Science,Whatsapp,0
LD8748,Delhi,XYZ University,2nd,Data Science,Mass-Mailing,0
LD8749,Mumbai,PQR University,4th,Electric Vehicle,LinkedIn,0
LD8750,Surat,XYZ University,3rd,Robotics,Whatsapp,0
LD8751,Ahmedabad,PQR University,1st,Electric Vehicle,College Collaboration,0
LD8752,Delhi,PQR University,2nd,Robotics,Google Form,0
LD8753,Surat,PQR University,3rd,AI,Whatsapp,0
LD8754,Delhi,PQR University,1st,AI,LinkedIn,0
LD8755,Delhi,PQR University,4th,Electric Vehicle,Mass-Mailing,1
LD8756,Bangalore,PQR University,4th,AI,Mass-Mailing,1
LD8757,Delhi,PQR University,3rd,Electric Vehicle,Google Form,0
LD8758,Bangalore,ABC Institute,4th,AI,LinkedIn,0
LD8759,Delhi,PQR University,4th,AI,Whatsapp,0
LD8760,Mumbai,LMN College,1st,AI,Whatsapp,0
LD8761,Delhi,XYZ University,3rd,Data Science,Whatsapp,0
LD8762,Delhi,XYZ University,4th,Electric Vehicle,Instagram,0
LD8763,Surat,XYZ University,4th,Robotics,Mass-Mailing,0
LD8764,Ahmedabad,PQR University,3rd,AI,Google Form,1
LD8765,Ahmedabad,XYZ University,2nd,Data Science,Whatsapp,0
LD8766,Ahmedabad,XYZ University,2nd,Robotics,Google Form,1
LD8767,Bangalore,XYZ University,1st,Electric Vehicle,College Collaboration,1
LD8768,Ahmedabad,PQR University,2nd,Electric Vehicle,Google Form,0
LD8769,Delhi,XYZ University,1st,AI,Instagram,0
LD8770,Surat,XYZ University,4th,Robotics,Whatsapp,0
LD8771,Delhi,ABC Institute,3rd,AI,Google Form,0
LD8772,Delhi,PQR University,2nd,Robotics,College Collaboration,0
LD8773,Ahmedabad,PQR University,4th,Data Science,Google Form,0
LD8774,Bangalore,XYZ University,4th,Electric Vehicle,College Collaboration,0
LD8775,Delhi,XYZ University,1st,Electric Vehicle,College Collaboration,1
LD8776,Mumbai,XYZ University,1st,Robotics,College Collaboration,0
LD8777,Surat,XYZ University,3rd,Robotics,Instagram,1
LD8778,Surat,ABC Institute,4th,Data Science,LinkedIn,0
LD8779,Mumbai,PQR University,4th,Electric Vehicle,Mass-Mailing,1
LD8780,Delhi,LMN College,1st,Robotics,Mass-Mailing,0
LD8781,Mumbai,XYZ University,2nd,Electric Vehicle,Whatsapp,0
LD8782,Mumbai,ABC Institute,4th,Data Science,Mass-Mailing,1
LD8783,Ahmedabad,LMN College,2nd,Data Science,Mass-Mailing,0
LD8784,Delhi,PQR University,2nd,Data Science,College Collaboration,0
LD8785,Surat,ABC Institute,1st,Data Science,Mass-Mailing,0
LD8786,Surat,PQR University,1st,AI,College Collaboration,0
LD8787,Ahmedabad,XYZ University,1st,AI,Whatsapp,0
LD8788,Delhi,ABC Institute,4th,Robotics,Mass-Mailing,1
LD8789,Delhi,PQR University,4th,Electric Vehicle,College Collaboration,0
LD8790,Surat,LMN College,1st,Data Science,Instagram,0
LD8791,Bangalore,XYZ University,4th,Electric Vehicle,Google Form,1
LD8792,Surat,LMN College,1st,Data Science,Mass-Mailing,0
LD8793,Mumbai,LMN College,1st,AI,LinkedIn,0
LD8794,Mumbai,LMN College,3rd,AI,LinkedIn,1
LD8795,Bangalore,ABC Institute,1st,Robotics,LinkedIn,0
LD8796,Mumbai,LMN College,4th,AI,Instagram,0
LD8797,Bangalore,LMN College,4th,Data Science,College Collaboration,0
LD8798,Delhi,ABC Institute,2nd,Electric Vehicle,Instagram,0
LD8799,Ahmedabad,XYZ University,3rd,AI,Mass-Mailing,0
LD8800,Bangalore,ABC Institute,2nd,Data Science,Mass-Mailing,0
LD8801,Ahmedabad,ABC Institute,2nd,Robotics,Mass-Mailing,1
LD8802,Delhi,XYZ University,1st,Electric Vehicle,College Collaboration,0
LD8803,Delhi,PQR University,1st,Robotics,LinkedIn,0
LD8804,Bangalore,LMN College,4th,Electric Vehicle,Mass-Mailing,1
LD8805,Bangalore,LMN College,1st,Data Science,Instagram,0
LD8806,Ahmedabad,LMN College,3rd,Data Science,College Collaboration,1
LD8807,Surat,ABC Institute,2nd,Robotics,College Collaboration,0
LD8808,Ahmedabad,XYZ University,4th,AI,Whatsapp,1
LD8809,Ahmedabad,LMN College,1st,Data Science,Whatsapp,0
LD8810,Ahmedabad,ABC Institute,2nd,Data Science,Whatsapp,0
LD8811,Delhi,PQR University,4th,AI,Instagram,0
LD8812,Mumbai,LMN College,2nd,Electric Vehicle,LinkedIn,0
LD8813,Bangalore,XYZ University,1st,Robotics,Mass-Mailing,1
LD8814,Ahmedabad,XYZ University,3rd,Electric Vehicle,College Collaboration,0
LD8815,Ahmedabad,XYZ University,4th,Electric Vehicle,Mass-Mailing,0
LD8816,Bangalore,PQR University,2nd,Data Science,College Collaboration,1
LD8817,Delhi,LMN College,1st,AI,LinkedIn,0
LD8818,Delhi,XYZ University,2nd,AI,Instagram,0
LD8819,Bangalore,ABC Institute,2nd,Robotics,LinkedIn,0
LD8820,Delhi,XYZ University,1st,Robotics,Whatsapp,0
LD8821,Mumbai,ABC Institute,2nd,AI,Mass-Mailing,0
LD8822,Mumbai,XYZ University,3rd,Data Science,Google Form,1
LD8823,Mumbai,LMN College,4th,Robotics,LinkedIn,0
LD8824,Surat,XYZ University,2nd,Robotics,Mass-Mailing,0
LD8825,Delhi,ABC Institute,2nd,Data Science,Instagram,1
LD8826,Delhi,XYZ University,3rd,Electric Vehicle,Whatsapp,0
LD8827,Delhi,LMN College,2nd,Data Science,Mass-Mailing,0
LD8828,Mumbai,XYZ University,2nd,Electric Vehicle,Google Form,0
LD8829,Mumbai,PQR University,4th,Robotics,LinkedIn,0
LD8830,Mumbai,PQR University,1st,AI,Whatsapp,0
LD8831,Ahmedabad,PQR University,1st,Robotics,LinkedIn,0
LD8832,Delhi,ABC Institute,4th,Electric Vehicle,Mass-Mailing,0
LD8833,Bangalore,XYZ University,4th,AI,Google Form,1
LD8834,Ahmedabad,LMN College,3rd,Electric Vehicle,College Collaboration,0
LD8835,Surat,LMN College,1st,Data Science,Whatsapp,1
LD8836,Bangalore,PQR University,1st,Data Science,Instagram,0
LD8837,Delhi,LMN College,1st,Data Science,Google Form,0
LD8838,Mumbai,LMN College,1st,Robotics,Instagram,0
LD8839,Bangalore,PQR University,4th,Electric Vehicle,Mass-Mailing,1
LD8840,Delhi,LMN College,2nd,Electric Vehicle,Instagram,0
